code,name,category,configuration_type,status,priority,parameter_count,reference_range_required,reference_range_count,qualitative_config_required,analyzer_mapping_required,analyzer_mapping_count,method,specimen,active_rate,action_reason
"HIS-0058","IHC - INSM1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0059","IHC - CD56","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0060","IHC - CD3","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0061","IHC - CD20","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0062","IHC - PAX5","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0063","IHC - CD30","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0064","IHC - CD15","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0065","IHC - ALK","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0066","IHC - BCL2","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0067","IHC - BCL6","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0068","IHC - MUM1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0069","IHC - c-MYC","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0070","IHC - Cyclin D1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0071","IHC - CD5","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0072","IHC - CD10","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0073","IHC - CD23","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0074","IHC - TdT","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0075","IHC - MPO","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0076","IHC - CD34","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0077","IHC - CD117","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0078","IHC - DOG1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0079","IHC - CD117 (GIST)","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0080","IHC - Desmin","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0081","IHC - SMA","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0082","IHC - Myogenin","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0083","IHC - MyoD1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0084","IHC - WT1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0085","IHC - Calretinin","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0086","IHC - D2-40","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0087","IHC - BerEP4","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0088","IHC - MOC31","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0089","IHC - p63","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0090","IHC - p40","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0091","IHC - Uroplakin II","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0092","IHC - GCDFP-15","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0093","IHC - Mammaglobin","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0094","IHC - Androgen Receptor","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0095","IHC - E-cadherin","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0096","IHC - Beta-catenin","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0097","IHC - SMAD4","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0098","IHC - INI1/SMARCB1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0099","IHC - BRG1/SMARCA4","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0100","IHC - ATRX","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0101","IHC - IDH1 R132H","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0102","IHC - GFAP","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0103","IHC - OLIG2","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0104","IHC - H3 K27M","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0105","IHC - PD-L1 IHC","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0106","IHC - MMR MLH1","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0107","IHC - MMR PMS2","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0108","IHC - MMR MSH2","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0109","IHC - MMR MSH6","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Immunohistochemistry","FFPE tissue block","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0110","PAS Stain","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0111","PAS with Diastase","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0112","GMS Stain","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0113","Ziehl-Neelsen Stain on Tissue","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0114","Fite-Faraco Stain","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0115","Gram Stain on Tissue","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0116","Masson's Trichrome","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0117","Reticulin Stain","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0118","Congo Red","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0119","Perls' Prussian Blue","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0120","Alcian Blue","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0121","Mucicarmine","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0122","Fontana-Masson","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0123","Elastic Van Gieson","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0124","Oil Red O","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0125","Toluidine Blue","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0126","PTAH Stain","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0127","Jones Methenamine Silver","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0128","Cresyl Violet","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0129","Luxol Fast Blue","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0130","Von Kossa Stain","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0131","Alizarin Red","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0132","Warthin-Starry Stain","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"HIS-0133","Giemsa Stain on Tissue","Histopathology","HISTOPATHOLOGY_NARRATIVE","WORKFLOW_REQUIRED","P1",1,"FALSE",0,"FALSE","FALSE",0,"Histochemical stain","FFPE tissue / fresh tissue as applicable","RATE_PENDING","NARRATIVE_TEMPLATE_MISSING; RATE_MISSING"
"IMM-0003","ASO Titer","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","600.00","NUMERIC_RANGE_MISSING"
"IMM-0004","Anti-CCP","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","2200.00","NUMERIC_RANGE_MISSING"
"IMM-0005","ANA by IFA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","2200.00","NUMERIC_RANGE_MISSING"
"IMM-0006","ANA Screen by ELISA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0007","Anti-dsDNA","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","3000.00","NUMERIC_RANGE_MISSING"
"IMM-0008","Anti-Sm Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0009","Anti-RNP Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0010","Anti-SSA/Ro","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0011","Anti-SSB/La","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0012","Anti-Scl-70","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0013","Anti-Jo-1","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0014","Anti-Centromere Antibody","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0015","Anti-Ribosomal P","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0016","C3 Complement","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0017","C4 Complement","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0018","CH50","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0019","ANCA Screen","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0020","c-ANCA / PR3","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
"IMM-0021","p-ANCA / MPO","Immunology","IMMUNOASSAY","LAB_SPECIFICATION_REQUIRED","P1",1,"TRUE",0,"FALSE","FALSE",0,"ELISA/IFA/Immunoassay as validated","Serum","RATE_PENDING","NUMERIC_RANGE_MISSING; RATE_MISSING"
